C;1;1;0.71227628
O;2;2;-0.53690576
C;3;3;-0.52322624
H;4;4;0.14374921
H;5;4;0.14374921
H;6;4;0.14374921
N;7;7;-0.54957828
H;8;8;0.29969593
C;9;9;-0.1116644
H;10;10;0.11739333
C;11;11;-0.06045712
C;12;12;0.70418857
H;13;13;0.03123458
H;14;13;0.03123458
C;15;15;0.1706635
O;16;16;-0.53156592
H;17;17;-0.0225791
H;18;17;-0.0225791
C;19;19;-0.21375864
H;20;20;0.0624379
H;21;20;0.0624379
C;22;22;0.2535359
H;23;23;-0.00492977
H;24;23;-0.00492977
N;25;25;-0.82342813
H;26;26;0.30632401
H;27;26;0.30632401
O;28;28;-0.58333025
