C;1;1;0.68722058
O;2;2;-0.53163598
C;3;3;-0.47572532
H;4;4;0.13268148
H;5;4;0.13268148
H;6;4;0.13268148
N;7;7;-0.55781173
H;8;8;0.29741577
C;9;9;0.00781759
H;10;10;0.10804799
C;11;11;-0.28759559
C;12;12;0.67451937
H;13;13;0.10356623
H;14;13;0.10356623
C;15;15;0.202769
O;16;16;-0.52044555
C;17;17;-0.23914683
C;18;17;-0.23914683
H;19;19;0.15970062
C;20;20;-0.23321277
C;21;20;-0.23321277
H;22;19;0.15970062
H;23;23;0.16556694
C;24;24;0.28819597
H;25;23;0.16556694
O;26;26;-0.46562089
H;27;27;0.3397597
O;28;28;-0.5868852
H;29;29;0.31186035
